"creditcardid","cardtype"
5988,ColonialVoice
1951,ColonialVoice
18659,Vista
2621,ColonialVoice
2785,Vista
7051,Distinguish
13624,Distinguish
16310,ColonialVoice
13595,ColonialVoice
10783,Vista
9868,Vista
1237,ColonialVoice
3589,SuperiorCard
13660,SuperiorCard
17918,Vista
1078,Distinguish
6737,ColonialVoice
18166,SuperiorCard
12871,SuperiorCard
4345,Vista
10497,Distinguish
15116,ColonialVoice
9944,Vista
12701,Vista
10693,SuperiorCard
9433,SuperiorCard
13134,Distinguish
5328,Vista
5547,Vista
6358,SuperiorCard
8786,Distinguish
730,ColonialVoice
1097,Distinguish
9082,SuperiorCard
3233,Vista
11495,Distinguish
13015,Vista
18821,Distinguish
2192,SuperiorCard
17010,Distinguish
18674,Vista
14109,Vista
18670,Vista
14801,ColonialVoice
10813,ColonialVoice
15070,Vista
19225,Vista
7157,Vista
11437,Distinguish
12488,Distinguish
18457,Distinguish
4755,Distinguish
13640,ColonialVoice
14821,SuperiorCard
2044,Distinguish
18578,Vista
15377,Distinguish
8448,ColonialVoice
16523,ColonialVoice
4285,ColonialVoice
527,Vista
474,SuperiorCard
13575,ColonialVoice
7497,Distinguish
11712,Distinguish
14669,ColonialVoice
15575,Distinguish
6138,ColonialVoice
4987,Vista
10161,ColonialVoice
6937,SuperiorCard
12620,Distinguish
2254,Distinguish
2613,Vista
4429,Distinguish
2464,ColonialVoice
5086,SuperiorCard
17359,ColonialVoice
8704,SuperiorCard
3339,ColonialVoice
13254,ColonialVoice
4250,Distinguish
11957,ColonialVoice
9762,ColonialVoice
14288,ColonialVoice
9886,SuperiorCard
6150,ColonialVoice
11600,ColonialVoice
2271,SuperiorCard
15199,Distinguish
3613,SuperiorCard
18682,Vista
1599,Distinguish
5908,ColonialVoice
11831,Distinguish
17614,Distinguish
15248,Vista
12729,SuperiorCard
13263,Vista
17808,Vista
7349,Distinguish
16328,ColonialVoice
9799,ColonialVoice
3945,Distinguish
8378,Vista
14513,ColonialVoice
484,SuperiorCard
14784,Distinguish
9509,Distinguish
15851,Distinguish
1899,ColonialVoice
15923,SuperiorCard
3869,Vista
3187,SuperiorCard
14758,Vista
6888,Distinguish
14577,Vista
3807,Vista
6622,Vista
14010,Distinguish
8149,Distinguish
636,ColonialVoice
10368,Distinguish
13525,SuperiorCard
13277,SuperiorCard
15686,Distinguish
1138,Vista
6657,ColonialVoice
4248,ColonialVoice
12713,ColonialVoice
13320,ColonialVoice
8641,SuperiorCard
5424,Distinguish
2650,ColonialVoice
1902,Distinguish
14380,SuperiorCard
9357,ColonialVoice
6839,Distinguish
12023,SuperiorCard
8737,Vista
4141,Vista
17444,Distinguish
13258,ColonialVoice
4408,ColonialVoice
7739,SuperiorCard
10716,SuperiorCard
5718,SuperiorCard
5060,Vista
12341,Vista
18292,Vista
10112,Distinguish
16132,ColonialVoice
3863,ColonialVoice
6465,SuperiorCard
5033,Distinguish
6965,Distinguish
1719,Distinguish
15873,Distinguish
19097,Vista
8613,Vista
6934,ColonialVoice
1166,Vista
14226,Distinguish
662,Distinguish
13013,SuperiorCard
2832,ColonialVoice
17988,SuperiorCard
18951,SuperiorCard
12143,ColonialVoice
8187,Distinguish
18873,ColonialVoice
15297,SuperiorCard
15365,Distinguish
142,Distinguish
10281,Distinguish
5542,Distinguish
2459,Vista
7290,SuperiorCard
8434,SuperiorCard
17463,ColonialVoice
18039,ColonialVoice
8199,Distinguish
909,Vista
13976,ColonialVoice
18738,Distinguish
19105,SuperiorCard
9599,Distinguish
18397,Distinguish
8630,Vista
16308,SuperiorCard
12816,Distinguish
10219,Vista
13064,Distinguish
16508,Distinguish
1048,Distinguish
16175,ColonialVoice
1156,Distinguish
523,SuperiorCard
10999,Distinguish
12648,SuperiorCard
17276,SuperiorCard
6613,SuperiorCard
10675,Distinguish
6085,Vista
8474,ColonialVoice
11538,SuperiorCard
8292,Distinguish
9625,SuperiorCard
3442,ColonialVoice
4960,SuperiorCard
14771,Vista
8557,Distinguish
17575,Vista
18073,Vista
13281,Vista
10207,SuperiorCard
6080,Distinguish
15350,SuperiorCard
11284,SuperiorCard
2661,ColonialVoice
5951,ColonialVoice
9910,ColonialVoice
9318,Vista
3021,Vista
3864,ColonialVoice
591,SuperiorCard
13840,Distinguish
14815,ColonialVoice
18281,SuperiorCard
1047,Vista
12060,ColonialVoice
13515,Vista
15045,SuperiorCard
13104,Distinguish
1056,SuperiorCard
17000,SuperiorCard
16627,ColonialVoice
2144,SuperiorCard
12517,Distinguish
9646,Distinguish
4075,SuperiorCard
14629,SuperiorCard
3808,ColonialVoice
5747,Vista
12227,SuperiorCard
248,Vista
8942,ColonialVoice
460,Distinguish
13401,ColonialVoice
1752,Distinguish
11766,ColonialVoice
12206,ColonialVoice
15749,SuperiorCard
4970,SuperiorCard
6332,SuperiorCard
12215,Vista
1182,Vista
7574,Distinguish
13654,ColonialVoice
13750,SuperiorCard
4467,ColonialVoice
4147,Distinguish
17807,Vista
12354,SuperiorCard
16356,Distinguish
9336,Distinguish
16193,SuperiorCard
3773,ColonialVoice
17678,ColonialVoice
8215,Distinguish
12698,ColonialVoice
11776,ColonialVoice
5339,Vista
14450,Distinguish
8348,SuperiorCard
12180,Distinguish
13586,SuperiorCard
16862,SuperiorCard
2636,ColonialVoice
18543,SuperiorCard
8828,Distinguish
15905,SuperiorCard
13742,Distinguish
3745,ColonialVoice
1823,Distinguish
4300,Distinguish
8861,SuperiorCard
17914,ColonialVoice
7759,Vista
2405,Distinguish
2749,SuperiorCard
7482,SuperiorCard
15918,Distinguish
7503,SuperiorCard
8162,SuperiorCard
1589,ColonialVoice
2013,SuperiorCard
521,SuperiorCard
18778,SuperiorCard
16782,ColonialVoice
17594,Distinguish
6060,Distinguish
5916,Vista
15550,ColonialVoice
2550,SuperiorCard
5375,SuperiorCard
9858,SuperiorCard
12961,Distinguish
410,SuperiorCard
13260,SuperiorCard
1096,ColonialVoice
11500,Vista
5540,SuperiorCard
7398,ColonialVoice
5212,Distinguish
11535,Vista
6194,Distinguish
5017,Vista
8862,ColonialVoice
17146,Distinguish
6636,SuperiorCard
16281,ColonialVoice
9923,Vista
13835,SuperiorCard
14220,ColonialVoice
16709,Vista
9458,Vista
17281,Vista
4212,Vista
11733,ColonialVoice
9609,Distinguish
9422,Distinguish
4058,SuperiorCard
12044,Distinguish
14408,Distinguish
6569,Distinguish
3951,SuperiorCard
14848,Distinguish
18572,Distinguish
12584,SuperiorCard
3988,Vista
1820,SuperiorCard
15209,Vista
10,SuperiorCard
17926,Distinguish
3465,ColonialVoice
9232,ColonialVoice
8753,SuperiorCard
5918,Distinguish
8029,Vista
11424,SuperiorCard
13468,SuperiorCard
1415,Distinguish
3491,Vista
7294,Vista
13844,Distinguish
19005,Distinguish
6209,ColonialVoice
10146,Vista
17691,SuperiorCard
12480,Distinguish
8865,Distinguish
2693,Vista
15015,ColonialVoice
18247,Vista
2406,Vista
12202,Vista
3592,SuperiorCard
10757,ColonialVoice
15032,Vista
5511,SuperiorCard
11352,Vista
7815,Distinguish
10184,ColonialVoice
13017,Vista
8309,Distinguish
15746,ColonialVoice
3005,SuperiorCard
247,SuperiorCard
8868,ColonialVoice
7370,Distinguish
18863,Distinguish
7589,Distinguish
14128,SuperiorCard
3296,Distinguish
5380,Distinguish
13346,Distinguish
1026,Distinguish
16265,Vista
13881,Distinguish
3823,SuperiorCard
10296,ColonialVoice
16871,ColonialVoice
7620,Vista
9872,SuperiorCard
8990,Vista
852,ColonialVoice
16912,Vista
18641,Distinguish
3224,Distinguish
982,SuperiorCard
8358,Distinguish
2075,SuperiorCard
2265,Vista
11100,ColonialVoice
8891,ColonialVoice
432,Vista
15307,Distinguish
16096,SuperiorCard
10336,ColonialVoice
11948,Vista
16678,SuperiorCard
3821,Vista
9344,SuperiorCard
13358,Vista
14887,Vista
11085,Vista
2403,SuperiorCard
14320,SuperiorCard
2177,ColonialVoice
2668,SuperiorCard
16794,ColonialVoice
12978,ColonialVoice
15115,Distinguish
737,Vista
3729,ColonialVoice
18499,Vista
4362,Vista
14798,ColonialVoice
4194,SuperiorCard
7571,ColonialVoice
11791,Vista
3137,Distinguish
18601,ColonialVoice
13808,Vista
8258,Vista
6795,SuperiorCard
15387,Distinguish
16971,Vista
18511,SuperiorCard
13809,ColonialVoice
8471,Vista
13965,ColonialVoice
6540,Vista
15899,Distinguish
4288,ColonialVoice
9052,SuperiorCard
8610,ColonialVoice
13297,Vista
2508,Vista
7604,SuperiorCard
5332,ColonialVoice
16297,SuperiorCard
17602,Vista
5765,SuperiorCard
1860,Distinguish
13146,Distinguish
5967,SuperiorCard
1256,SuperiorCard
4933,Distinguish
8817,SuperiorCard
10106,Vista
15277,Distinguish
17108,ColonialVoice
3113,Vista
15843,Vista
11275,Distinguish
15821,Distinguish
1665,Vista
8549,Vista
14263,SuperiorCard
14375,ColonialVoice
9051,SuperiorCard
6389,Vista
12800,ColonialVoice
9925,ColonialVoice
11285,Vista
18773,Vista
8956,ColonialVoice
8853,ColonialVoice
8031,ColonialVoice
701,Distinguish
6376,Vista
4082,SuperiorCard
16931,Vista
12005,Distinguish
11137,ColonialVoice
6511,SuperiorCard
2189,Vista
19020,Distinguish
1591,SuperiorCard
4806,ColonialVoice
757,Vista
4661,SuperiorCard
9596,Distinguish
2501,ColonialVoice
13212,Distinguish
6640,Distinguish
14948,ColonialVoice
6379,Distinguish
15908,ColonialVoice
3943,ColonialVoice
18580,Distinguish
10471,Distinguish
4966,Vista
3686,ColonialVoice
4293,ColonialVoice
3493,SuperiorCard
15471,Vista
3269,Distinguish
1370,Distinguish
10928,ColonialVoice
4830,ColonialVoice
6109,Distinguish
8109,Vista
5080,SuperiorCard
8048,ColonialVoice
4299,SuperiorCard
12404,Vista
12939,Distinguish
5012,Vista
16791,SuperiorCard
18325,Vista
18693,Vista
14025,SuperiorCard
11416,Vista
18444,ColonialVoice
1710,SuperiorCard
6453,Vista
17300,Vista
16803,Vista
19166,SuperiorCard
16222,ColonialVoice
8643,Vista
18262,Vista
10829,ColonialVoice
1126,Vista
5496,Vista
16135,ColonialVoice
3123,SuperiorCard
2691,Vista
6675,ColonialVoice
17660,Vista
12112,Distinguish
16435,SuperiorCard
225,Vista
13406,Vista
10163,Vista
15184,SuperiorCard
14508,Distinguish
4489,Vista
19160,Distinguish
13807,Vista
7981,ColonialVoice
15658,Vista
8624,Vista
5151,ColonialVoice
6762,Distinguish
14245,SuperiorCard
11334,Distinguish
14517,ColonialVoice
8647,SuperiorCard
483,Distinguish
4131,SuperiorCard
5830,ColonialVoice
15098,Distinguish
3260,Distinguish
1613,Distinguish
14895,Distinguish
2343,Distinguish
12340,Distinguish
2552,ColonialVoice
9471,SuperiorCard
10921,SuperiorCard
4449,ColonialVoice
2001,Vista
2286,SuperiorCard
16152,ColonialVoice
721,Vista
2653,Vista
7344,Vista
12562,Distinguish
11798,Vista
2760,Vista
10414,Distinguish
11713,SuperiorCard
9686,Vista
12531,Distinguish
9360,Vista
10943,Vista
14502,ColonialVoice
3096,Distinguish
17249,Distinguish
11594,Distinguish
4565,Vista
5061,Distinguish
18130,ColonialVoice
7412,Distinguish
14162,ColonialVoice
1924,SuperiorCard
17728,Distinguish
11805,ColonialVoice
13395,SuperiorCard
14805,Vista
3238,ColonialVoice
14377,Distinguish
14767,Distinguish
13088,Distinguish
18760,ColonialVoice
914,Vista
15551,Vista
18445,Distinguish
7617,Distinguish
16697,ColonialVoice
4053,SuperiorCard
9924,SuperiorCard
15784,Distinguish
6903,SuperiorCard
10326,ColonialVoice
10274,Distinguish
2473,Vista
6553,SuperiorCard
15600,Vista
5996,Vista
3508,Vista
400,Vista
7114,ColonialVoice
4812,Vista
1648,Distinguish
18139,Distinguish
1746,ColonialVoice
1383,Distinguish
11186,Vista
16819,Vista
9294,Vista
15763,Vista
19040,Vista
18451,Distinguish
8466,Vista
14120,Vista
13600,ColonialVoice
4410,SuperiorCard
6135,Distinguish
13702,ColonialVoice
6167,SuperiorCard
7538,SuperiorCard
13234,Vista
18336,Distinguish
1016,ColonialVoice
2588,ColonialVoice
3414,Distinguish
5701,Distinguish
14795,Vista
13010,Vista
2093,SuperiorCard
6309,Vista
6849,Vista
7500,SuperiorCard
3004,SuperiorCard
8959,ColonialVoice
13601,Distinguish
9225,Distinguish
3803,Distinguish
9275,ColonialVoice
132,SuperiorCard
19054,ColonialVoice
8858,Distinguish
15123,Vista
4279,ColonialVoice
9744,Vista
14824,Vista
16101,ColonialVoice
9540,SuperiorCard
7066,Distinguish
12460,Distinguish
9369,ColonialVoice
13619,ColonialVoice
284,SuperiorCard
13828,Distinguish
7919,Distinguish
18717,SuperiorCard
2887,SuperiorCard
804,Distinguish
17879,Distinguish
17662,Vista
7874,ColonialVoice
17224,SuperiorCard
5494,Vista
784,Vista
14681,SuperiorCard
14489,ColonialVoice
12819,Vista
18997,SuperiorCard
15889,Distinguish
927,ColonialVoice
8320,Distinguish
18973,ColonialVoice
9903,Vista
2336,SuperiorCard
16341,Vista
748,ColonialVoice
6241,SuperiorCard
9937,Vista
17684,ColonialVoice
9709,SuperiorCard
5016,ColonialVoice
13075,SuperiorCard
3130,ColonialVoice
9497,Vista
399,Vista
6753,Vista
179,SuperiorCard
5314,ColonialVoice
7151,Distinguish
12437,SuperiorCard
4427,Vista
10002,SuperiorCard
4932,ColonialVoice
8993,ColonialVoice
12590,ColonialVoice
4412,Distinguish
6954,SuperiorCard
140,SuperiorCard
12861,SuperiorCard
18374,ColonialVoice
12532,Distinguish
8758,Vista
17943,SuperiorCard
17587,Distinguish
1139,ColonialVoice
18990,Distinguish
17323,SuperiorCard
5078,SuperiorCard
880,Vista
6836,Vista
12586,ColonialVoice
10282,SuperiorCard
14828,Vista
10519,ColonialVoice
18808,Vista
3435,SuperiorCard
12033,Vista
16048,Vista
14416,ColonialVoice
17309,Vista
4790,ColonialVoice
11330,ColonialVoice
8785,ColonialVoice
2314,ColonialVoice
6925,ColonialVoice
3200,Vista
8328,Distinguish
15224,Vista
2455,ColonialVoice
10254,SuperiorCard
17479,Vista
18886,Vista
16150,Vista
11825,ColonialVoice
14864,Vista
4256,Distinguish
4432,Vista
17075,ColonialVoice
11888,SuperiorCard
16163,SuperiorCard
16582,SuperiorCard
5244,ColonialVoice
1473,Distinguish
13214,Vista
12070,Vista
6600,Distinguish
4567,SuperiorCard
2606,Distinguish
3411,SuperiorCard
14271,SuperiorCard
1484,Distinguish
9143,Vista
13204,Vista
4891,Vista
9229,ColonialVoice
9864,ColonialVoice
15954,ColonialVoice
9140,Distinguish
6628,SuperiorCard
3008,Vista
13424,Distinguish
12051,SuperiorCard
2439,SuperiorCard
1813,Distinguish
2392,Vista
18172,SuperiorCard
7645,Vista
9111,SuperiorCard
11553,SuperiorCard
1764,ColonialVoice
1082,Vista
16040,SuperiorCard
15958,Vista
8975,Vista
8530,Distinguish
836,Distinguish
13166,ColonialVoice
8926,Distinguish
11571,SuperiorCard
16968,Distinguish
2931,Distinguish
9816,Distinguish
5018,ColonialVoice
14244,SuperiorCard
2341,SuperiorCard
18506,Vista
16100,ColonialVoice
10064,ColonialVoice
16284,ColonialVoice
7938,ColonialVoice
14619,SuperiorCard
601,Vista
6411,Distinguish
3082,ColonialVoice
15492,Vista
4947,Vista
17252,ColonialVoice
1578,ColonialVoice
8159,ColonialVoice
15072,SuperiorCard
11185,SuperiorCard
13816,SuperiorCard
769,Vista
1288,ColonialVoice
7591,Distinguish
18736,Distinguish
6442,ColonialVoice
16063,SuperiorCard
1124,SuperiorCard
17242,ColonialVoice
2829,ColonialVoice
8681,Vista
6110,Vista
1954,SuperiorCard
9785,Distinguish
11093,Vista
14490,Vista
15664,SuperiorCard
8119,Vista
13593,ColonialVoice
3259,Vista
6100,SuperiorCard
186,Vista
7558,Distinguish
115,Distinguish
17163,Distinguish
14093,SuperiorCard
9463,SuperiorCard
13144,Vista
13030,ColonialVoice
10168,Distinguish
13062,Vista
6664,Vista
13658,Distinguish
3198,Distinguish
1449,SuperiorCard
13025,Distinguish
17846,Distinguish
16502,SuperiorCard
12967,Vista
3072,SuperiorCard
8115,Vista
11699,Vista
18123,Vista
8761,SuperiorCard
12200,SuperiorCard
13313,ColonialVoice
17627,Vista
15886,Vista
17170,SuperiorCard
18503,Vista
7236,Distinguish
12431,Distinguish
15593,Distinguish
9280,ColonialVoice
9224,Distinguish
15468,SuperiorCard
13323,Distinguish
15570,Distinguish
16543,SuperiorCard
11977,ColonialVoice
14350,SuperiorCard
11633,Distinguish
2908,SuperiorCard
1792,Distinguish
6127,SuperiorCard
7906,SuperiorCard
1004,ColonialVoice
12337,ColonialVoice
1213,SuperiorCard
15618,ColonialVoice
17293,SuperiorCard
2379,SuperiorCard
14618,SuperiorCard
18496,Distinguish
4975,Vista
13513,Vista
11597,SuperiorCard
7532,ColonialVoice
5357,ColonialVoice
18805,SuperiorCard
3370,Distinguish
5420,SuperiorCard
7199,SuperiorCard
10005,Vista
10372,Distinguish
8307,Distinguish
11260,ColonialVoice
7868,Vista
12810,ColonialVoice
13326,Vista
1651,SuperiorCard
4772,Vista
11149,SuperiorCard
1042,Vista
3999,Distinguish
10520,ColonialVoice
16066,ColonialVoice
10822,Vista
14248,SuperiorCard
14772,ColonialVoice
298,ColonialVoice
11570,ColonialVoice
17995,ColonialVoice
3747,Vista
16683,Distinguish
18547,SuperiorCard
2922,Distinguish
18646,Distinguish
13975,Distinguish
8333,Distinguish
2984,Distinguish
4799,ColonialVoice
17325,Vista
18796,Distinguish
4450,SuperiorCard
13665,Vista
15150,SuperiorCard
1476,SuperiorCard
615,Distinguish
16204,ColonialVoice
18238,SuperiorCard
16675,Vista
15613,SuperiorCard
8514,Vista
5250,Distinguish
18202,SuperiorCard
14558,ColonialVoice
2433,Vista
17308,ColonialVoice
17406,Distinguish
6030,Vista
7974,Vista
18986,Vista
14877,Distinguish
18201,Distinguish
18266,ColonialVoice
10872,ColonialVoice
6366,ColonialVoice
972,Distinguish
5869,Vista
8043,SuperiorCard
2222,ColonialVoice
2728,SuperiorCard
4077,ColonialVoice
18032,Vista
10450,Distinguish
4377,Distinguish
9966,Vista
8250,Distinguish
3101,Vista
13417,ColonialVoice
6146,SuperiorCard
611,Distinguish
4804,Distinguish
16294,SuperiorCard
13479,ColonialVoice
6603,SuperiorCard
3711,Distinguish
12286,ColonialVoice
3516,ColonialVoice
19201,Vista
18199,Distinguish
10302,Vista
1263,Distinguish
12774,SuperiorCard
8237,Vista
15057,Vista
15261,SuperiorCard
11587,Distinguish
11234,Distinguish
13409,Distinguish
14349,Distinguish
18614,Vista
16300,ColonialVoice
7915,Vista
5907,Vista
13179,Vista
3212,ColonialVoice
11689,SuperiorCard
9534,Distinguish
906,Vista
849,SuperiorCard
18165,ColonialVoice
3802,Distinguish
2765,Distinguish
14082,Vista
2950,Vista
16779,SuperiorCard
17244,Vista
4403,Distinguish
745,Vista
15722,SuperiorCard
4767,Distinguish
11668,SuperiorCard
13959,Vista
11613,Vista
7947,SuperiorCard
5407,Vista
2757,Vista
6669,Distinguish
10201,SuperiorCard
4046,Distinguish
6693,SuperiorCard
10485,Distinguish
12769,Distinguish
10320,Vista
8212,ColonialVoice
8297,SuperiorCard
9320,ColonialVoice
13384,Vista
9837,ColonialVoice
18408,Distinguish
6781,ColonialVoice
12333,ColonialVoice
18981,ColonialVoice
19121,Vista
9173,ColonialVoice
2236,Vista
16906,ColonialVoice
9490,SuperiorCard
14329,SuperiorCard
4380,ColonialVoice
2504,Vista
7141,Vista
3503,ColonialVoice
13410,Distinguish
6230,Vista
14085,SuperiorCard
1233,Distinguish
11887,Distinguish
1272,Distinguish
7351,ColonialVoice
14431,ColonialVoice
18822,Distinguish
11858,SuperiorCard
10900,Vista
11177,ColonialVoice
11670,Vista
4678,ColonialVoice
10374,Vista
6596,ColonialVoice
5898,ColonialVoice
17608,ColonialVoice
4820,ColonialVoice
126,SuperiorCard
16261,Vista
1673,Vista
12300,Distinguish
16351,ColonialVoice
4896,SuperiorCard
1131,ColonialVoice
7857,ColonialVoice
5268,Distinguish
8428,ColonialVoice
6469,Distinguish
16978,ColonialVoice
3672,Distinguish
4986,ColonialVoice
9164,Vista
5982,Distinguish
7323,Vista
5674,SuperiorCard
8059,Distinguish
12342,ColonialVoice
13393,Vista
3454,ColonialVoice
14934,ColonialVoice
3328,ColonialVoice
13336,ColonialVoice
2567,Vista
14066,Distinguish
13159,Distinguish
11376,ColonialVoice
5551,Distinguish
12616,Vista
13497,SuperiorCard
444,Distinguish
14953,Vista
5128,SuperiorCard
15441,SuperiorCard
12421,SuperiorCard
3734,Distinguish
3691,Distinguish
12573,SuperiorCard
10408,SuperiorCard
13838,ColonialVoice
4709,SuperiorCard
5549,ColonialVoice
16490,ColonialVoice
5287,SuperiorCard
14390,SuperiorCard
13508,SuperiorCard
6354,Distinguish
15270,Distinguish
19073,Distinguish
1694,Distinguish
7342,Distinguish
9405,Vista
6098,Vista
17568,Distinguish
9381,Vista
6929,Distinguish
8901,Vista
10623,ColonialVoice
6011,ColonialVoice
5546,ColonialVoice
3763,Vista
14671,Distinguish
13082,Distinguish
17685,Distinguish
16747,ColonialVoice
9610,ColonialVoice
13308,Vista
11277,SuperiorCard
17722,SuperiorCard
11133,ColonialVoice
10879,ColonialVoice
8930,Distinguish
3073,ColonialVoice
15519,Vista
2193,Distinguish
17558,SuperiorCard
16263,SuperiorCard
5196,SuperiorCard
664,Distinguish
1610,ColonialVoice
13331,Distinguish
5418,Vista
14597,Distinguish
654,SuperiorCard
14404,SuperiorCard
9751,ColonialVoice
1297,ColonialVoice
14759,ColonialVoice
16431,Distinguish
735,Distinguish
17036,SuperiorCard
5203,Distinguish
18478,Distinguish
19156,Distinguish
9241,SuperiorCard
19103,Distinguish
7747,Distinguish
13788,Vista
13108,Distinguish
12799,Vista
10403,ColonialVoice
3528,Distinguish
17004,Vista
9354,Distinguish
8488,Distinguish
13594,ColonialVoice
17757,Distinguish
14862,SuperiorCard
5374,ColonialVoice
9863,Distinguish
1189,ColonialVoice
13606,ColonialVoice
9454,SuperiorCard
15697,Vista
16542,Distinguish
5609,Distinguish
7756,Vista
12295,Distinguish
19199,Vista
11511,ColonialVoice
12720,Vista
19204,SuperiorCard
8185,SuperiorCard
3512,Distinguish
15934,SuperiorCard
16219,ColonialVoice
15951,Distinguish
4978,Vista
16969,Vista
18317,SuperiorCard
17374,ColonialVoice
6604,Distinguish
7265,ColonialVoice
4167,ColonialVoice
10215,Vista
5246,SuperiorCard
6370,ColonialVoice
4351,Distinguish
2671,Vista
7992,Distinguish
4938,Distinguish
11911,Distinguish
16875,SuperiorCard
9683,SuperiorCard
9214,ColonialVoice
17510,Vista
5340,ColonialVoice
16154,ColonialVoice
561,SuperiorCard
17398,ColonialVoice
5124,ColonialVoice
9770,Distinguish
11017,ColonialVoice
15785,ColonialVoice
13919,Vista
6896,ColonialVoice
1326,Distinguish
7179,ColonialVoice
2795,Vista
7794,ColonialVoice
11165,Vista
10354,ColonialVoice
7531,SuperiorCard
162,SuperiorCard
8532,SuperiorCard
18900,ColonialVoice
16839,SuperiorCard
12768,SuperiorCard
12798,SuperiorCard
2690,Vista
1505,ColonialVoice
16379,Vista
16807,SuperiorCard
10462,Vista
18979,Vista
4576,Distinguish
5117,Vista
11410,SuperiorCard
3791,SuperiorCard
1818,ColonialVoice
17070,Distinguish
11818,ColonialVoice
12923,ColonialVoice
15717,Vista
4578,Vista
9777,Vista
12356,Distinguish
7266,ColonialVoice
1592,SuperiorCard
14351,Vista
17803,Distinguish
6235,Vista
23,Vista
8810,ColonialVoice
19023,ColonialVoice
11722,Distinguish
13160,SuperiorCard
14035,Vista
18381,Vista
12294,Vista
18750,SuperiorCard
18005,Vista
15787,ColonialVoice
12365,Distinguish
6419,SuperiorCard
17621,Distinguish
3596,SuperiorCard
2641,SuperiorCard
10661,SuperiorCard
4005,Vista
3321,ColonialVoice
19010,ColonialVoice
1396,SuperiorCard
876,SuperiorCard
16990,ColonialVoice
17452,SuperiorCard
12193,ColonialVoice
14218,Distinguish
5613,Vista
19043,Distinguish
10187,SuperiorCard
10543,Vista
18100,ColonialVoice
1536,Distinguish
14765,ColonialVoice
5629,SuperiorCard
590,Distinguish
11774,Distinguish
2312,Distinguish
14421,ColonialVoice
17652,Vista
6674,SuperiorCard
4592,Vista
12203,Distinguish
4520,ColonialVoice
10469,ColonialVoice
13398,SuperiorCard
2655,Distinguish
12733,SuperiorCard
7657,Vista
6631,ColonialVoice
9268,SuperiorCard
7185,Distinguish
10127,ColonialVoice
7989,SuperiorCard
7929,Distinguish
7907,SuperiorCard
17836,SuperiorCard
4129,ColonialVoice
4055,Distinguish
11903,SuperiorCard
14570,Distinguish
18668,Vista
15058,SuperiorCard
3615,SuperiorCard
18498,Vista
15121,SuperiorCard
6794,Vista
6369,SuperiorCard
1410,SuperiorCard
9008,SuperiorCard
6947,ColonialVoice
15433,ColonialVoice
11235,ColonialVoice
18256,SuperiorCard
13746,Vista
11452,SuperiorCard
1772,Vista
8137,Vista
4292,Distinguish
17345,SuperiorCard
12716,Vista
4872,Vista
15937,ColonialVoice
2740,ColonialVoice
11076,SuperiorCard
4699,Distinguish
12216,Distinguish
8894,SuperiorCard
1555,Vista
16331,Vista
1716,Vista
19116,Distinguish
3263,Vista
17840,Distinguish
901,ColonialVoice
10186,Distinguish
18027,SuperiorCard
4847,SuperiorCard
16865,Distinguish
10330,Distinguish
4523,Distinguish
13638,ColonialVoice
2921,Vista
16078,Vista
16370,SuperiorCard
18759,ColonialVoice
6002,Distinguish
7102,ColonialVoice
13683,Distinguish
2461,ColonialVoice
3100,Distinguish
10821,Distinguish
3092,Vista
18504,ColonialVoice
9860,ColonialVoice
3142,Vista
13767,Vista
11536,Distinguish
2540,SuperiorCard
12336,ColonialVoice
4216,Vista
7566,Vista
16731,ColonialVoice
2323,Vista
10132,Distinguish
5267,ColonialVoice
208,Distinguish
16338,ColonialVoice
6125,Distinguish
11316,SuperiorCard
17686,Vista
7092,SuperiorCard
8621,ColonialVoice
4029,SuperiorCard
14405,Distinguish
9929,SuperiorCard
16748,SuperiorCard
10696,ColonialVoice
3304,Vista
18261,Distinguish
16262,Vista
17769,Vista
11996,ColonialVoice
1801,Distinguish
14958,ColonialVoice
16641,ColonialVoice
2432,Distinguish
11407,SuperiorCard
11009,Distinguish
7150,Distinguish
7164,ColonialVoice
11518,Distinguish
16054,Distinguish
16938,ColonialVoice
5297,Vista
11549,ColonialVoice
13622,SuperiorCard
16173,Distinguish
19110,SuperiorCard
16966,ColonialVoice
17039,Distinguish
4593,ColonialVoice
11034,Distinguish
14037,Distinguish
5862,SuperiorCard
11534,SuperiorCard
15135,ColonialVoice
7283,SuperiorCard
14079,Distinguish
15732,Distinguish
17180,ColonialVoice
17139,ColonialVoice
3483,Distinguish
12662,ColonialVoice
2586,ColonialVoice
12010,Distinguish
15338,Distinguish
161,Vista
17851,Distinguish
6822,Vista
7714,ColonialVoice
6928,Distinguish
6032,ColonialVoice
5877,Vista
11011,ColonialVoice
14150,Distinguish
12512,ColonialVoice
7241,Distinguish
9616,ColonialVoice
11666,SuperiorCard
13086,ColonialVoice
4766,Vista
8093,Vista
357,SuperiorCard
7690,ColonialVoice
10987,Distinguish
14628,Distinguish
16894,ColonialVoice
3003,ColonialVoice
16200,SuperiorCard
10076,Vista
780,ColonialVoice
6826,Distinguish
15604,SuperiorCard
10633,ColonialVoice
2010,ColonialVoice
12824,Distinguish
5303,ColonialVoice
14463,SuperiorCard
15478,ColonialVoice
5816,ColonialVoice
2654,ColonialVoice
8145,SuperiorCard
10420,ColonialVoice
18916,Vista
401,Distinguish
332,SuperiorCard
1920,Vista
9271,ColonialVoice
